method,patch_id,split,image_name,city,x,y,seconds,iou,dice,precision,recall,f1,n_pred,n_gt,count_err,area_ratio_pred,area_ratio_gt,area_abs_error,selected_c,threshold
K-Means,test_vienna7_4096_3584,test,vienna7.tif,vienna,3584,4096,0.07885585799999717,0.43701852488207177,0.6082294936565769,0.6289801900959472,0.5888042426028032,0.608229493656577,14.0,11.0,3.0,42.42210388183594,45.31669616699219,2.89459228515625,,
Otsu,test_austin15_512_512,test,austin15.tif,austin,512,512,0.010994603999961328,0.13277392707937713,0.23442263969070545,0.13456803983993457,0.9087487476645636,0.23442263969070545,1.0,30.0,29.0,95.13778686523438,14.088058471679688,81.04972839355469,,
Otsu,test_austin15_1536_0,test,austin15.tif,austin,0,1536,0.0070780839999997625,0.2064880947620152,0.34229611656921627,0.207870528794863,0.9687974932923054,0.34229611656921627,1.0,53.0,52.0,94.75517272949219,20.331192016601562,74.42398071289062,,
Otsu,test_austin15_1536_3584,test,austin15.tif,austin,3584,1536,0.007491293000043697,0.08753668855317141,0.16098158245976563,0.08777008415760205,0.97051782230892,0.16098158245976565,1.0,19.0,18.0,95.14350891113281,8.60443115234375,86.53907775878906,,
Otsu,test_austin15_2560_512,test,austin15.tif,austin,512,2560,0.007308320000106505,0.16771288043058172,0.2872502020680621,0.17008065680632053,0.9233543127197796,0.2872502020680621,1.0,34.0,33.0,92.46253967285156,17.031478881835938,75.43106079101562,,
Otsu,test_austin15_3072_2560,test,austin15.tif,austin,2560,3072,0.007305167999902551,0.22752753698498554,0.3707086482863456,0.22841323600896313,0.9832431696777926,0.3707086482863456,1.0,31.0,30.0,96.52595520019531,22.423553466796875,74.10240173339844,,
Otsu,test_austin15_3072_4096,test,austin15.tif,austin,4096,3072,0.007217874999923879,0.11663209763815476,0.20889977618384648,0.11686345029931619,0.9833095530411122,0.20889977618384648,1.0,18.0,17.0,96.73233032226562,11.496353149414062,85.23597717285156,,
Otsu,test_austin15_3584_2048,test,austin15.tif,austin,2048,3584,0.007519485999978315,0.23373351177183943,0.3789043736619597,0.2345583225354165,0.9851783232978231,0.3789043736619597,1.0,30.0,29.0,96.85783386230469,23.06060791015625,73.79722595214844,,
Otsu,test_austin15_3584_2560,test,austin15.tif,austin,2560,3584,0.007079814999997325,0.2201152390780874,0.36081057268722466,0.2228585450414973,0.9470382454842073,0.3608105726872246,1.0,38.0,37.0,96.38481140136719,22.681427001953125,73.70338439941406,,
Otsu,test_austin15_3584_4096,test,austin15.tif,austin,4096,3584,0.007739117000028273,0.07104893864120265,0.1326716942203213,0.07107387342323626,0.9950864113859709,0.1326716942203213,1.0,6.0,5.0,94.56520080566406,6.754302978515625,87.81089782714844,,
Otsu,test_austin16_0_1024,test,austin16.tif,austin,1024,0,0.007603206999988288,0.3409599704245312,0.5085311686322561,0.35559296910811516,0.8923062038420606,0.5085311686322561,1.0,3.0,2.0,89.04533386230469,35.48545837402344,53.55987548828125,,
Otsu,test_austin16_512_512,test,austin16.tif,austin,512,512,0.007022456000072452,0.2647507196680222,0.41866071400618016,0.2713775468788051,0.9155540949485821,0.41866071400618016,1.0,8.0,7.0,93.98651123046875,27.858352661132812,66.12815856933594,,
Otsu,test_austin16_1024_0,test,austin16.tif,austin,0,1024,0.007614961000058429,0.0019418451641201842,0.0038761634190497473,0.0019418451641201842,1.0,0.003876163419049747,3.0,3.0,0.0,83.489990234375,0.1621246337890625,83.32786560058594,,
Otsu,test_austin16_1024_3072,test,austin16.tif,austin,3072,1024,0.007197227999995448,0.04217025148426821,0.08092775901866123,0.0423921714397885,0.8895705521472392,0.08092775901866123,1.0,6.0,5.0,91.33567810058594,4.352569580078125,86.98310852050781,,
Otsu,test_austin16_1536_0,test,austin16.tif,austin,0,1536,0.00758358699999917,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,76.8341064453125,0.0,76.8341064453125,,
Otsu,test_austin16_1536_2048,test,austin16.tif,austin,2048,1536,0.007239692999974068,0.09601814128680145,0.17521268612227436,0.09608978945020116,0.992294248490626,0.17521268612227434,1.0,5.0,4.0,99.17678833007812,9.6038818359375,89.57290649414062,,
Otsu,test_austin16_1536_2560,test,austin16.tif,austin,2560,1536,0.007092801999988296,0.2947402620278781,0.4552886330517647,0.297677783576071,0.9676038962707857,0.45528863305176476,1.0,5.0,4.0,96.49200439453125,29.685211181640625,66.80679321289062,,
Otsu,test_austin16_2048_3072,test,austin16.tif,austin,3072,2048,0.007101637999994637,0.4481857448790698,0.6189616856316942,0.44972016171132345,0.9924447421299397,0.6189616856316942,1.0,6.0,5.0,94.26383972167969,42.71507263183594,51.54876708984375,,
Otsu,test_austin16_2048_3584,test,austin16.tif,austin,3584,2048,0.007360421000043971,0.4868574040365972,0.6548810971581426,0.5248913959670621,0.8704481591925679,0.6548810971581424,2.0,6.0,4.0,88.25111389160156,53.216552734375,35.03456115722656,,
Otsu,test_austin16_2560_0,test,austin16.tif,austin,0,2560,0.00700886000004175,0.1922363822796995,0.3224803153752453,0.19369067348117786,0.9624104261827935,0.3224803153752453,1.0,6.0,5.0,90.46211242675781,18.206024169921875,72.25608825683594,,
Otsu,test_austin16_2560_3072,test,austin16.tif,austin,3072,2560,0.00721145800002887,0.01585703845676544,0.03121903546753899,0.01586031886136702,0.9871244635193133,0.031219035467538986,2.0,1.0,1.0,82.97882080078125,1.3332366943359375,81.64558410644531,,
Otsu,test_austin16_3072_1536,test,austin16.tif,austin,1536,3072,0.008991186999992351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92.11502075195312,0.0,92.11502075195312,,
Otsu,test_austin16_3072_3072,test,austin16.tif,austin,3072,3072,0.007131889999982377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,87.04147338867188,0.0,87.04147338867188,,
Otsu,test_austin16_3072_3584,test,austin16.tif,austin,3584,3072,0.00738318599997001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,94.37675476074219,0.0,94.37675476074219,,
Otsu,test_austin16_3584_0,test,austin16.tif,austin,0,3584,0.007200201000046036,0.03558813938229551,0.06873029543100603,0.03582559445648563,0.8429967426710098,0.06873029543100603,1.0,6.0,5.0,96.44927978515625,4.0988922119140625,92.35038757324219,,
Otsu,test_austin16_4096_0,test,austin16.tif,austin,0,4096,0.007176794999963931,0.16032292999901546,0.27634191457226737,0.16199890170236134,0.9393820522878833,0.27634191457226737,1.0,9.0,8.0,95.86257934570312,16.531753540039062,79.33082580566406,,
Otsu,test_austin16_4096_2560,test,austin16.tif,austin,2560,4096,0.007368777000010596,0.12214200456583964,0.2176943810477833,0.12214200456583964,1.0,0.2176943810477833,1.0,7.0,6.0,98.75450134277344,12.06207275390625,86.69242858886719,,
Otsu,test_austin17_0_3072,test,austin17.tif,austin,3072,0,0.0071442180000076405,0.3646764052380277,0.5344511033359892,0.36808118081180813,0.9752623372244932,0.5344511033359892,1.0,20.0,19.0,95.93505859375,36.20758056640625,59.72747802734375,,
Otsu,test_austin17_1024_3584,test,austin17.tif,austin,3584,1024,0.00720101000001705,0.22240743918482747,0.36388430249269704,0.22553020479017605,0.941392131431042,0.3638843024926971,1.0,20.0,19.0,92.07496643066406,22.058486938476562,70.0164794921875,,
Otsu,test_austin17_1536_1024,test,austin17.tif,austin,1024,1536,0.007227791999980582,0.1235712029033643,0.21996149880675142,0.12483836647843523,0.9240928091112861,0.21996149880675142,2.0,20.0,18.0,93.22357177734375,12.593841552734375,80.62973022460938,,
Otsu,test_austin17_2048_512,test,austin17.tif,austin,512,2048,0.007168180999997276,0.2922350534590821,0.45229395794026966,0.29516388650869285,0.9671604193180178,0.45229395794026966,1.0,47.0,46.0,95.27053833007812,29.075241088867188,66.19529724121094,,
Otsu,test_austin17_2560_512,test,austin17.tif,austin,512,2560,0.007116890000020248,0.209044317634269,0.34580091827122594,0.21050035688221283,0.9679709396666175,0.34580091827122594,1.0,43.0,42.0,95.13168334960938,20.6878662109375,74.44381713867188,,
Otsu,test_austin17_3072_512,test,austin17.tif,austin,512,3072,0.007002254999974866,0.2944204084736469,0.45490693216251316,0.2976186623080284,0.9647859615989928,0.45490693216251316,1.0,54.0,53.0,94.28863525390625,29.0863037109375,65.20233154296875,,
Otsu,test_austin17_3584_4096,test,austin17.tif,austin,4096,3584,0.007306882999955633,0.3610081905267673,0.5305011285597656,0.3719214517785297,0.9248294193980493,0.5305011285597657,1.0,7.0,6.0,90.64178466796875,36.45172119140625,54.1900634765625,,
Otsu,test_austin17_4096_4096,test,austin17.tif,austin,4096,4096,0.007904665999944882,0.14373908680381334,0.25134943530782566,0.14873256050606204,0.810653566658366,0.2513494353078257,1.0,10.0,9.0,91.84303283691406,16.850662231445312,74.99237060546875,,
Otsu,test_austin3_0_2560,test,austin3.tif,austin,2560,0,0.0075660039999547735,0.1634047366443884,0.2809078070555173,0.16876721440083226,0.8372038917089678,0.2809078070555173,1.0,21.0,20.0,89.47067260742188,18.035888671875,71.43478393554688,,
Otsu,test_austin3_1024_3072,test,austin3.tif,austin,3072,1024,0.00711254899999858,0.13182157195677358,0.23293701979698278,0.13281000191852657,0.9465587967183227,0.23293701979698278,1.0,23.0,22.0,95.440673828125,13.39111328125,82.049560546875,,
Otsu,test_austin3_1536_3072,test,austin3.tif,austin,3072,1536,0.00732918099993185,0.15220408245837633,0.2641963950234046,0.15374115185300224,0.9383621442290903,0.26419639502340464,1.0,17.0,16.0,93.33953857421875,15.292739868164062,78.04679870605469,,
Otsu,test_austin3_2048_1536,test,austin3.tif,austin,1536,2048,0.007262063999974089,0.1772819026524345,0.3011715414175918,0.17801385717722124,0.9773322652579619,0.30117154141759184,1.0,26.0,25.0,96.73576354980469,17.619705200195312,79.11605834960938,,
Otsu,test_austin3_2560_3072,test,austin3.tif,austin,3072,2560,0.007295633000012458,0.19654687894060519,0.3285234910555669,0.19822918811545404,0.9586083017689093,0.3285234910555669,1.0,40.0,39.0,94.48356628417969,19.538116455078125,74.94544982910156,,
Otsu,test_austin3_3072_0,test,austin3.tif,austin,0,3072,0.007093722000035996,0.018183455914029027,0.035717445237225226,0.018183455914029027,1.0,0.035717445237225226,1.0,6.0,5.0,97.40524291992188,1.7711639404296875,95.63407897949219,,
Otsu,test_austin3_3072_3072,test,austin3.tif,austin,3072,3072,0.007059308000066267,0.2065491085545193,0.3423799447367229,0.20696035173363375,0.9904713766895054,0.3423799447367229,1.0,51.0,50.0,97.52197265625,20.377349853515625,77.14462280273438,,
Otsu,test_austin3_4096_1024,test,austin3.tif,austin,1024,4096,0.00728412599994499,0.1898772547259686,0.3191543564209029,0.19202105212870144,0.9444672893536196,0.31915435642090284,1.0,32.0,31.0,95.81985473632812,19.481277465820312,76.33857727050781,,
Otsu,test_austin3_4096_4096,test,austin3.tif,austin,4096,4096,0.007310292000056506,0.19015053918794722,0.31954031515658354,0.1929616642434461,0.9288374828465007,0.3195403151565835,1.0,33.0,32.0,93.66645812988281,19.458770751953125,74.20768737792969,,
Otsu,test_austin30_512_1024,test,austin30.tif,austin,1024,512,0.007123024999941663,0.23099463377894935,0.37529754791835956,0.23374628364565925,0.9515091778697001,0.3752975479183595,1.0,64.0,63.0,96.10252380371094,23.6083984375,72.49412536621094,,
Otsu,test_austin30_512_2560,test,austin30.tif,austin,2560,512,0.007473526000012498,0.4421184917804304,0.6131514078771623,0.4449930450750068,0.985599455397586,0.6131514078771624,1.0,1.0,0.0,96.80824279785156,43.70841979980469,53.099822998046875,,
Otsu,test_austin30_512_3072,test,austin30.tif,austin,3072,512,0.007634127999949669,0.13130357838680348,0.23212792904630863,0.13221157775997647,0.95029523221997,0.23212792904630863,1.0,34.0,33.0,93.33648681640625,12.985610961914062,80.35087585449219,,
Otsu,test_austin30_1536_1536,test,austin30.tif,austin,1536,1536,0.00724682700001722,0.06298076516234948,0.11849840980467864,0.06299702472903027,0.9959186404389134,0.11849840980467863,1.0,16.0,15.0,90.13404846191406,5.701446533203125,84.43260192871094,,
Otsu,test_austin30_1536_3584,test,austin30.tif,austin,3584,1536,0.007307604999937212,0.23886364691042403,0.3856173316670015,0.2416085616993676,0.9545968000269756,0.3856173316670016,1.0,19.0,18.0,89.39590454101562,22.626113891601562,66.76979064941406,,
Otsu,test_austin30_1536_4096,test,austin30.tif,austin,4096,1536,0.00760261800007811,0.12115357738883088,0.21612307150818325,0.12246695669155562,0.9186796745940218,0.21612307150818325,1.0,22.0,21.0,91.80793762207031,12.238693237304688,79.56924438476562,,
Otsu,test_austin30_2048_2048,test,austin30.tif,austin,2048,2048,0.007234072999949603,0.2147659332655691,0.35359228866128817,0.21783709404415436,0.9383983213848575,0.35359228866128817,1.0,57.0,56.0,93.98002624511719,21.816253662109375,72.16377258300781,,
Otsu,test_austin30_2048_4096,test,austin30.tif,austin,4096,2048,0.007027318000041305,0.18326524007928482,0.3097618925525187,0.18366494778491277,0.9882642933490391,0.3097618925525187,1.0,39.0,38.0,94.097900390625,17.487716674804688,76.61018371582031,,
Otsu,test_austin30_3072_512,test,austin30.tif,austin,512,3072,0.007254299000010178,0.2941158551180006,0.45454331458010366,0.306392238643576,0.8801031370863773,0.45454331458010366,2.0,5.0,3.0,84.14459228515625,29.293441772460938,54.85115051269531,,
Otsu,test_austin30_3072_1024,test,austin30.tif,austin,1024,3072,0.007194215000026816,0.2571107125126119,0.4090502291539934,0.25842059091018843,0.9806667379319823,0.4090502291539934,2.0,30.0,28.0,94.79446411132812,24.979782104492188,69.81468200683594,,
Otsu,test_austin30_3072_2560,test,austin30.tif,austin,2560,3072,0.007235272000002624,0.17901989774162824,0.30367578712544996,0.1838669275288763,0.8716456138308399,0.30367578712544996,1.0,41.0,40.0,93.19992065429688,19.659805297851562,73.54011535644531,,
Otsu,test_austin30_3584_512,test,austin30.tif,austin,512,3584,0.007288645999892651,0.16702382555951492,0.2862389300054563,0.16912521440823328,0.9307599572367673,0.28623893000545625,1.0,9.0,8.0,92.29469299316406,16.770553588867188,75.52413940429688,,
Otsu,test_austin30_3584_3072,test,austin30.tif,austin,3072,3584,0.007064173000003393,0.18549871773227536,0.3129462983934953,0.19219524384657033,0.8418709865732633,0.3129462983934953,1.0,42.0,41.0,91.59469604492188,20.91064453125,70.68405151367188,,
Otsu,test_austin30_4096_3584,test,austin30.tif,austin,3584,4096,0.0076278230000070835,0.20727520108847894,0.3433768885529988,0.2114148336510243,0.9136869586692303,0.3433768885529988,1.0,41.0,40.0,93.45893859863281,21.625137329101562,71.83380126953125,,
Otsu,test_austin33_0_0,test,austin33.tif,austin,0,0,0.007069759000046361,0.24877195869502614,0.39842656133149285,0.24934230601119936,0.9908889799262597,0.3984265613314928,1.0,10.0,9.0,92.51174926757812,23.279190063476562,69.23255920410156,,
Otsu,test_austin33_0_512,test,austin33.tif,austin,512,0,0.007103619999952571,0.13556003589450744,0.23875450281714714,0.13556003589450744,1.0,0.2387545028171471,1.0,6.0,5.0,98.19831848144531,13.311767578125,84.88655090332031,,
Otsu,test_austin33_1024_0,test,austin33.tif,austin,0,1024,0.00738611100007347,0.20533051245138353,0.3407040812959847,0.20753829642700666,0.9507429981402029,0.3407040812959847,1.0,47.0,46.0,94.90318298339844,20.716476440429688,74.18670654296875,,
Otsu,test_austin33_1024_4096,test,austin33.tif,austin,4096,1024,0.007122025000057874,0.08545677044336562,0.15745771323248545,0.08834741354197012,0.7231324726641005,0.15745771323248542,1.0,12.0,11.0,91.66336059570312,11.198806762695312,80.46455383300781,,
Otsu,test_austin33_1536_1536,test,austin33.tif,austin,1536,1536,0.007054827000047226,0.29674671675869996,0.45767876320587425,0.2982329797665401,0.9834833827534851,0.45767876320587425,1.0,15.0,14.0,93.75801086425781,28.431320190429688,65.32669067382812,,
Otsu,test_austin33_3584_0,test,austin33.tif,austin,0,3584,0.007249678999983189,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,91.14646911621094,0.0,91.14646911621094,,
Otsu,test_austin33_3584_1024,test,austin33.tif,austin,1024,3584,0.006997627999908218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,98.59580993652344,0.0,98.59580993652344,,
Otsu,test_austin35_0_0,test,austin35.tif,austin,0,0,0.0070404589999952805,0.18279535274919415,0.30909041420279404,0.183034005327058,0.9929175683651387,0.30909041420279404,1.0,16.0,15.0,94.66819763183594,17.451095581054688,77.21710205078125,,
Otsu,test_austin35_0_4096,test,austin35.tif,austin,4096,0,0.007315734999906454,0.17833911764830518,0.30269574348720457,0.18108240680183127,0.9217038983793254,0.30269574348720457,1.0,12.0,11.0,88.6566162109375,17.41790771484375,71.23870849609375,,
Otsu,test_austin35_1536_0,test,austin35.tif,austin,0,1536,0.00710436800000025,0.016508492876311485,0.0324807770756525,0.016545775338168988,0.8798999165971643,0.0324807770756525,1.0,4.0,3.0,97.29385375976562,1.82952880859375,95.46432495117188,,
Otsu,test_austin35_2048_2560,test,austin35.tif,austin,2560,2048,0.007335936999993464,0.19615617484316925,0.32797753164445725,0.20177760477488,0.8756358039752998,0.32797753164445725,1.0,49.0,48.0,88.19961547851562,20.324325561523438,67.87528991699219,,
Otsu,test_austin35_2560_0,test,austin35.tif,austin,0,2560,0.0074749829999518624,0.0035432714482152173,0.007061522007121656,0.003558765082539971,0.44868995633187775,0.007061522007121656,1.0,5.0,4.0,88.11149597167969,0.6988525390625,87.41264343261719,,
Otsu,test_austin35_2560_3072,test,austin35.tif,austin,3072,2560,0.007293980999975247,0.07946917361835246,0.14723750443372802,0.08008077856084456,0.9123217208323592,0.14723750443372802,1.0,24.0,23.0,92.93708801269531,8.157730102539062,84.77935791015625,,
Otsu,test_austin35_3584_3072,test,austin35.tif,austin,3072,3584,0.007195318999947631,0.08899370680891172,0.16344209567508117,0.08920003795395196,0.9746664262531555,0.16344209567508117,2.0,3.0,1.0,92.46788024902344,8.4625244140625,84.00535583496094,,
Otsu,test_austin9_0_1024,test,austin9.tif,austin,1024,0,0.007195099999989907,0.2310279170161428,0.3753414749132993,0.23686173182649947,0.90366166524139,0.37534147491329933,1.0,51.0,50.0,93.60160827636719,24.534225463867188,69.0673828125,,
Otsu,test_austin9_0_2048,test,austin9.tif,austin,2048,0,0.007241844999953173,0.2200788956177355,0.36076174484816054,0.22188498969250964,0.96433343611882,0.36076174484816054,1.0,49.0,48.0,96.77848815917969,22.267913818359375,74.51057434082031,,
Otsu,test_austin9_0_4096,test,austin9.tif,austin,4096,0,0.00703334700006053,0.02603593997004311,0.05075054187829575,0.026066006189378363,0.9575766824355257,0.05075054187829575,1.0,5.0,4.0,91.83311462402344,2.4997711181640625,89.33334350585938,,
Otsu,test_austin9_1024_512,test,austin9.tif,austin,512,1024,0.0069282539999449,0.26355116414018964,0.41715946551246885,0.2656586780766488,0.9707785553245688,0.4171594655124689,1.0,64.0,63.0,95.21713256835938,26.056671142578125,69.16046142578125,,
Otsu,test_austin9_1024_4096,test,austin9.tif,austin,4096,1024,0.007188157999962641,0.07064503032812255,0.1319672315790264,0.07107298983747234,0.9214596550096996,0.1319672315790264,1.0,20.0,19.0,94.33021545410156,7.2757720947265625,87.054443359375,,
Otsu,test_austin9_1536_0,test,austin9.tif,austin,0,1536,0.007404085999951349,0.2058416378923855,0.3414074144133273,0.2074554102259215,0.9635854857416374,0.3414074144133273,1.0,45.0,44.0,96.24481201171875,20.721054077148438,75.52375793457031,,
Otsu,test_austin9_1536_2048,test,austin9.tif,austin,2048,1536,0.0071810039999036235,0.3201472535279491,0.4850174897874318,0.32536120705922894,0.9523306356715737,0.48501748978743187,1.0,22.0,21.0,92.98934936523438,31.769561767578125,61.21978759765625,,
Otsu,test_austin9_2048_512,test,austin9.tif,austin,512,2048,0.007901302999925974,0.18374401494803222,0.3104455230653881,0.18823951665968774,0.8849766578547725,0.31044552306538814,1.0,49.0,48.0,95.65544128417969,20.346450805664062,75.30899047851562,,
Otsu,test_austin9_2560_0,test,austin9.tif,austin,0,2560,0.00734362500008956,0.1923845574617905,0.32268877730405426,0.1966123409954992,0.8994652609945004,0.32268877730405426,1.0,37.0,36.0,91.70608520507812,20.045852661132812,71.66023254394531,,
Otsu,test_austin9_2560_1024,test,austin9.tif,austin,1024,2560,0.007097337999994124,0.19771612334182828,0.3301552337630176,0.19867526294736346,0.976164784770126,0.33015523376301764,1.0,47.0,46.0,97.27249145507812,19.797515869140625,77.4749755859375,,
Otsu,test_austin9_3072_2560,test,austin9.tif,austin,2560,3072,0.0070299720000548405,0.050326497699495626,0.09583019720006021,0.05092575926659227,0.8104908014513973,0.09583019720006021,1.0,25.0,24.0,95.37162780761719,5.9925079345703125,89.37911987304688,,
Otsu,test_austin9_3072_3584,test,austin9.tif,austin,3584,3072,0.007525861999965855,0.16939471302998965,0.289713492189605,0.17020533905906898,0.9726532600375757,0.289713492189605,1.0,39.0,38.0,93.98384094238281,16.446304321289062,77.53753662109375,,
Otsu,test_austin9_4096_1536,test,austin9.tif,austin,1536,4096,0.007092840999916916,0.225850622406639,0.36847984294079816,0.22616782042865097,0.9938285130002922,0.36847984294079816,1.0,9.0,8.0,91.80526733398438,20.892333984375,70.91293334960938,,
Otsu,test_chicago22_512_0,test,chicago22.tif,chicago,0,512,0.007347015000050305,0.2990149771373577,0.46037187007080965,0.2991503050471436,0.9984894036106216,0.4603718700708096,2.0,1.0,1.0,85.97373962402344,25.757980346679688,60.21575927734375,,
Otsu,test_chicago22_512_4096,test,chicago22.tif,chicago,4096,512,0.007638014999997722,0.2443861735870819,0.39278188519663715,0.24681706906436846,0.9612603671935919,0.39278188519663715,1.0,3.0,2.0,83.83407592773438,21.52557373046875,62.308502197265625,,
Otsu,test_chicago22_1024_1024,test,chicago22.tif,chicago,1024,1024,0.007149626000000353,0.37624843529443097,0.5467740062700778,0.4020243030193798,0.8544039675019656,0.5467740062700778,1.0,3.0,2.0,80.42831420898438,37.844085693359375,42.584228515625,,
Otsu,test_chicago22_1024_2048,test,chicago22.tif,chicago,2048,1024,0.007413395000071432,0.1803645568733248,0.3056082221768733,0.1805400903073079,0.9946383287042627,0.3056082221768733,1.0,4.0,3.0,87.01705932617188,15.794754028320312,71.22230529785156,,
Otsu,test_chicago22_1024_3072,test,chicago22.tif,chicago,3072,1024,0.007112897999945744,0.14454510911612958,0.2525808864409966,0.14461528596488818,0.9966540404040404,0.2525808864409966,1.0,6.0,5.0,83.28666687011719,12.0849609375,71.20170593261719,,
Otsu,test_chicago22_1536_1536,test,chicago22.tif,chicago,1536,1536,0.007404351999980463,0.6627827067602928,0.7971970168629373,0.6914073270711936,0.9412077497169239,0.7971970168629372,2.0,3.0,1.0,83.00933837890625,60.97831726074219,22.031021118164062,,
Otsu,test_chicago22_1536_3072,test,chicago22.tif,chicago,3072,1536,0.00744013200005611,0.36933281752733926,0.5394346981243885,0.37644015310342177,0.9513659342796034,0.5394346981243885,2.0,55.0,53.0,79.33197021484375,31.390380859375,47.94158935546875,,
Otsu,test_chicago22_2048_1024,test,chicago22.tif,chicago,1024,2048,0.007121312999970542,0.33537914993367374,0.5022980176833396,0.3437478173817894,0.9323221863002626,0.5022980176833396,1.0,9.0,8.0,81.92634582519531,30.206298828125,51.72004699707031,,
Otsu,test_chicago22_2560_0,test,chicago22.tif,chicago,0,2560,0.008149035999963417,0.4561798673110001,0.6265432966785724,0.46514249921703726,0.9594728455144493,0.6265432966785724,1.0,5.0,4.0,91.35246276855469,44.28672790527344,47.06573486328125,,
Otsu,test_chicago22_3584_0,test,chicago22.tif,chicago,0,3584,0.007138309999959347,0.2084172493971009,0.34494252626910726,0.21254446006637606,0.9147713261376785,0.34494252626910726,1.0,6.0,5.0,86.55128479003906,20.109939575195312,66.44134521484375,,
Otsu,test_chicago22_3584_2048,test,chicago22.tif,chicago,2048,3584,0.007060089999981756,0.24522750375364874,0.3938677920531438,0.24823819840741632,0.9528736048702711,0.3938677920531438,1.0,8.0,7.0,80.81703186035156,21.0540771484375,59.76295471191406,,
Otsu,test_chicago27_0_3072,test,chicago27.tif,chicago,3072,0,0.007614832999934151,0.15931058427168568,0.2748367632160789,0.16002118288319706,0.9728817108604036,0.2748367632160789,1.0,4.0,3.0,88.60130310058594,14.573287963867188,74.02801513671875,,
Otsu,test_chicago27_0_4096,test,chicago27.tif,chicago,4096,0,0.007553260000008777,0.48126570893994264,0.6498033486299457,0.48670608012083905,0.9773010786879632,0.6498033486299458,1.0,5.0,4.0,93.94760131835938,46.78688049316406,47.16072082519531,,
Otsu,test_chicago27_512_1024,test,chicago27.tif,chicago,1024,512,0.00820746199997302,0.29138363215399626,0.4512735408733275,0.2919982358919292,0.992828269657061,0.4512735408733275,1.0,16.0,15.0,79.57611083984375,23.4039306640625,56.17218017578125,,
Otsu,test_chicago27_512_3584,test,chicago27.tif,chicago,3584,512,0.0072300100000575185,0.5821574533007644,0.7359033098586272,0.5851665269506279,0.9912442458341185,0.7359033098586271,1.0,3.0,2.0,96.01631164550781,56.68182373046875,39.33448791503906,,
Otsu,test_chicago27_1024_1536,test,chicago27.tif,chicago,1536,1024,0.007047596999996131,0.30076269317885707,0.4624405277858037,0.30303137401419755,0.9757124510266123,0.4624405277858037,1.0,27.0,26.0,75.55465698242188,23.465347290039062,52.08930969238281,,
Otsu,test_chicago27_1024_2048,test,chicago27.tif,chicago,2048,1024,0.007578343999966819,0.397873577974921,0.5692554523440019,0.4001907954377754,0.9856556845029467,0.5692554523440019,2.0,28.0,26.0,72.37701416015625,29.386138916015625,42.990875244140625,,
Otsu,test_chicago27_1024_4096,test,chicago27.tif,chicago,4096,1024,0.0073545310000326936,0.12683719333540902,0.22512070791695155,0.12692535071741284,0.9945538201508655,0.22512070791695155,1.0,2.0,1.0,95.4986572265625,12.187576293945312,83.31108093261719,,
Otsu,test_chicago27_1536_1536,test,chicago27.tif,chicago,1536,1536,0.008759482999948887,0.1530952102706222,0.26553784788455065,0.15432155899230937,0.9506543993779967,0.26553784788455065,1.0,5.0,4.0,90.67230224609375,14.719009399414062,75.95329284667969,,
Otsu,test_chicago27_2048_512,test,chicago27.tif,chicago,512,2048,0.007226488000014797,0.350505635341799,0.5190731918021055,0.35997388998922514,0.9301962868398859,0.5190731918021055,1.0,77.0,76.0,85.32295227050781,33.01887512207031,52.3040771484375,,
Otsu,test_chicago27_2560_2560,test,chicago27.tif,chicago,2560,2560,0.007381774999998925,0.47548668876061717,0.6445150503662186,0.4840364447185097,0.9641823991739877,0.6445150503662186,1.0,38.0,37.0,85.36949157714844,42.85697937011719,42.51251220703125,,
Otsu,test_chicago27_2560_3584,test,chicago27.tif,chicago,3584,2560,0.0073837500000308864,0.327143738433066,0.49300423000046484,0.33577560084303454,0.9271442129976523,0.49300423000046484,1.0,59.0,58.0,84.34524536132812,30.54656982421875,53.798675537109375,,
Otsu,test_chicago27_4096_1024,test,chicago27.tif,chicago,1024,4096,0.0072966110000152185,0.3474958974171034,0.515765425457974,0.36069114470842334,0.9047507978074872,0.5157654254579739,2.0,6.0,4.0,90.25306701660156,35.98060607910156,54.2724609375,,
Otsu,test_chicago27_4096_2048,test,chicago27.tif,chicago,2048,4096,0.007192384000063612,0.3876678468835594,0.5587329096861159,0.38920840389677896,0.9898929591880251,0.5587329096861159,1.0,9.0,8.0,91.00189208984375,35.78033447265625,55.2215576171875,,
Otsu,test_chicago28_0_3072,test,chicago28.tif,chicago,3072,0,0.007148381999968478,0.31738276883807326,0.4818383484976104,0.3213547882628915,0.9625155620200426,0.4818383484976105,1.0,3.0,2.0,92.69332885742188,30.947494506835938,61.74583435058594,,
Otsu,test_chicago28_1536_1024,test,chicago28.tif,chicago,1024,1536,0.007736573000101998,0.26868207554958784,0.42356092314648,0.2725153157917934,0.9502520440154915,0.42356092314648003,2.0,1.0,1.0,86.55166625976562,24.82147216796875,61.730194091796875,,
